Activation,Padding,DropOut,Balanceo,Optimizador,FiltroCNN,FiltrosCapa,Pooling,CapasPM,ValLoss,TrainLoss,ValAcc,TrainAcc
relu,Falso,Drop0,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,0.6097149800483673,0.14558804119532964,0.853085219860077,0.9747610688209533
relu,Falso,Drop0,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",2Capas,0.19341670554660323,0.0029084819167737386,0.9520078301429747,1.0
relu,Falso,Drop0,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",3Capas,0.21904715050986068,0.003285670009649002,0.9480901360511779,0.9997549653053284
relu,Falso,Drop0,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",2Capas,0.33399660678819393,0.000632134342391096,0.9392752051353455,1.0
relu,Falso,Drop0,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",3Capas,0.2575686542603692,0.0006041909073995455,0.952987253665924,1.0
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.04885034357668717,7.131667034531923e-05,0.9843291044235228,1.0
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.08721114872032584,0.00016941392851524867,0.9686581492424012,1.0
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,0.33352087997082513,0.00680053520069545,0.9490695595741273,0.9995099306106568
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,0.2025128269274368,0.014559879983319812,0.9598432779312132,0.9982847571372986
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",2Capas,0.13231067229554888,0.0025257086720278463,0.963761031627655,1.0
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",3Capas,0.19614519014494836,0.0002640673175244872,0.9412341117858887,1.0
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",2Capas,0.22768089195656843,0.018875894912638823,0.9392752051353455,0.9987748265266417
relu,Falso,Drop0,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",3Capas,0.21662011783092075,0.0010559316121531112,0.9382957816123961,1.0
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,0.03537491530258338,1.7589310855637997e-05,0.9911851286888121,1.0
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,0.04410259945301684,0.001972615617587336,0.9931439757347107,0.9995099306106568
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,0.46159997356218174,0.050261569303305005,0.9275220632553101,0.9936290383338928
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,0.4896732468986255,0.012891231871279812,0.9392752051353455,0.9992648959159853
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",2Capas,0.15264313546238314,0.0001417522631969546,0.9666993021965027,1.0
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",3Capas,0.13549035557579472,0.00030268278036874486,0.9647404551506041,1.0
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",2Capas,0.1497281491318599,0.013549404491018208,0.947110652923584,0.9985297918319702
relu,Falso,Drop0,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",3Capas,0.14625068923620824,0.0023413402281066685,0.9627816081047058,1.0
relu,Falso,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.02120449517495076,0.04901359518126148,0.9921645522117615,0.9879931211471555
relu,Falso,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.02941206155303112,0.04055328296258672,0.990205705165863,0.9867679476737976
relu,Falso,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,0.6976252164359658,1.0753619269803587,0.7933398485183715,0.6336682438850403
relu,Falso,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,0.7962298071582917,1.1834030567475085,0.7571008801460266,0.5983827710151672
relu,Falso,Drop0.25,Falso,adam,"(2, 2)",[32],"(2, 2)",2Capas,0.03972579943824352,0.027831376182009405,0.9872673749923706,0.9926488399505616
relu,Falso,Drop0.25,Falso,adam,"(2, 2)",[32],"(2, 2)",3Capas,0.05182593027230108,0.04004248431252932,0.9823701977729795,0.99093359708786
relu,Falso,Drop0.25,Falso,adam,"(2, 2)",[32],"(3, 3)",2Capas,0.06771586130826526,0.06345880900698385,0.9774730801582336,0.9791717529296877
relu,Falso,Drop0.25,Falso,adam,"(2, 2)",[32],"(3, 3)",3Capas,0.09269431823395725,0.08618531695707875,0.9706170558929443,0.9732908606529235
relu,Falso,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,0.005209884067025765,0.04526994154896154,0.9980411529541016,0.9872580170631408
relu,Falso,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,0.004308442096241595,0.07030133255528041,0.9990205764770509,0.9769664406776429
relu,Falso,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,0.7643310725980828,1.1131333016905238,0.7522037029266356,0.6268071532249451
relu,Falso,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,0.9749930365545626,1.343334334456316,0.690499484539032,0.5501102805137633
relu,Falso,Drop0.25,Falso,adam,"(3, 3)",[32],"(2, 2)",2Capas,0.07456135795379638,0.04021078139701911,0.9755141735076904,0.988483190536499
relu,Falso,Drop0.25,Falso,adam,"(3, 3)",[32],"(2, 2)",3Capas,0.08994547036876875,0.023633597062466663,0.9715964794158936,0.9928938746452333
relu,Falso,Drop0.25,Falso,adam,"(3, 3)",[32],"(3, 3)",2Capas,0.0716536078113154,0.1536375350138335,0.9794319272041322,0.9539328813552856
relu,Falso,Drop0.25,Falso,adam,"(3, 3)",[32],"(3, 3)",3Capas,0.11336879181173008,0.2750642042597028,0.9686581492424012,0.915216863155365
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.08646275488893254,0.048532178727702255,0.9823701977729795,0.9850527048110962
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.1035656895010525,0.044953076880451685,0.9764936566352845,0.9855427742004393
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,0.8437263368392669,1.2274546522744816,0.7473065853118896,0.5684881210327148
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,0.9822307841434534,1.3426794069884191,0.6826640367507936,0.536143124103546
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)",[32],"(2, 2)",2Capas,0.10933714790176692,0.0047552093855685335,0.9794319272041322,0.9987748265266417
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)",[32],"(2, 2)",3Capas,0.12240691297896476,0.014930554519767193,0.9784525036811828,0.9955893158912658
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)",[32],"(3, 3)",2Capas,0.14467473459465613,0.05503378728739196,0.967678725719452,0.984072506427765
relu,Falso,Drop0.25,Falso,adamax,"(2, 2)",[32],"(3, 3)",3Capas,0.12649516183353895,0.06208651650608448,0.9657198786735535,0.980642020702362
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,0.027714831571219657,0.06567395354295458,0.9911851286888121,0.9808870553970338
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,0.029632336388334783,0.0816872332612985,0.990205705165863,0.9732908606529235
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,0.9193029661720344,1.253117034640332,0.7081292867660521,0.5702033638954163
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.1314996928706342,1.4316483265452162,0.6307541728019713,0.5025728940963745
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)",[32],"(2, 2)",2Capas,0.09460647036408115,0.02088991263318789,0.9755141735076904,0.9941191077232362
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)",[32],"(2, 2)",3Capas,0.09989880141779328,0.020169618609397946,0.9725759029388429,0.9955893158912658
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)",[32],"(3, 3)",2Capas,0.09255452909443916,0.1583710558095404,0.9745347499847411,0.9527076482772828
relu,Falso,Drop0.25,Falso,adamax,"(3, 3)",[32],"(3, 3)",3Capas,0.14018819749676395,0.21205512494674003,0.9706170558929443,0.9414359331130979
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.0668854077112196,0.062396919636756254,0.9813907742500304,0.9811320900917053
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.059650939673068594,0.10543527566142975,0.9813907742500304,0.9747610688209533
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,0.6464064944385899,1.1162570108534275,0.8413320183753966,0.6250919103622437
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,0.8259325766540064,1.2936169172262215,0.7717923521995544,0.5542759299278259
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)",[32],"(2, 2)",2Capas,0.09941200790042012,0.057944223434911686,0.9666993021965027,0.9830923676490784
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)",[32],"(2, 2)",3Capas,0.11977643836344375,0.1198938375882792,0.9657198786735535,0.9747610688209533
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)",[32],"(3, 3)",2Capas,0.16331421113942443,0.09331741463568585,0.9627816081047058,0.9705954194068909
relu,Falso,Drop0.25,Falso,nadam,"(2, 2)",[32],"(3, 3)",3Capas,0.16642758131289925,0.1274746969156013,0.9451518058776855,0.9615290164947508
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,0.02067658263584736,0.09195882146505978,0.9960822463035583,0.9742709994316099
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,0.023083375938360767,0.11363468013103176,0.9951028227806092,0.9691252112388611
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,0.8397821530655946,1.2212742491114288,0.7267385125160217,0.5893163681030273
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.014535410747472,1.4135310117066768,0.6953966617584229,0.5155599117279053
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)",[32],"(2, 2)",2Capas,0.14770516782021195,0.0629689244378182,0.9559255838394163,0.9821122288703918
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)",[32],"(2, 2)",3Capas,0.17285392387979004,0.07017697763144855,0.9490695595741273,0.9796618223190308
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)",[32],"(3, 3)",2Capas,0.1495450197460894,0.16402502192302543,0.9618021249771118,0.9512374401092528
relu,Falso,Drop0.25,Falso,nadam,"(3, 3)",[32],"(3, 3)",3Capas,0.2038621131721136,0.32958105877607774,0.9441723823547363,0.8973290920257568
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.023069322229628465,0.12823075822133653,0.9921645522117615,0.976231336593628
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.02356933008324825,0.11349078216815058,0.99412339925766,0.9811320900917053
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,0.8716810127313409,2.1634627794465784,0.7257590889930725,0.603038489818573
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,0.9396035215880333,2.380051522417356,0.7140058875083923,0.5724087357521057
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)",[32],"(2, 2)",2Capas,0.05731741787617649,0.06778464277604213,0.9784525036811828,0.9901984930038451
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)",[32],"(2, 2)",3Capas,0.06772589054319872,0.03891180405861691,0.9794319272041322,0.9933840036392213
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)",[32],"(3, 3)",2Capas,0.10918886315380381,0.11250847612645253,0.9725759029388429,0.9772114753723145
relu,Falso,Drop0.25,Verdadero,adam,"(2, 2)",[32],"(3, 3)",3Capas,0.09490763251172572,0.16964720485695903,0.9715964794158936,0.9693702459335328
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,0.00800487457137887,0.08008863000312431,0.9960822463035583,0.9852977395057678
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,0.004692511392454457,0.1093495230162386,0.9980411529541016,0.9816221594810484
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,0.9063015601777424,2.2560316433774523,0.6973555088043213,0.5770644545555115
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.1554811765584843,2.637505619527662,0.5817825794219971,0.5116392970085144
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)",[32],"(2, 2)",2Capas,0.08401695279592428,0.04431024692913324,0.9755141735076904,0.9933840036392213
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)",[32],"(2, 2)",3Capas,0.07293291130362227,0.04354103489165911,0.9813907742500304,0.9924038052558899
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)",[32],"(3, 3)",2Capas,0.08371415211072046,0.27969081224442344,0.9745347499847411,0.9507473707199096
relu,Falso,Drop0.25,Verdadero,adam,"(3, 3)",[32],"(3, 3)",3Capas,0.17489003214207963,0.48317007722296096,0.947110652923584,0.9191374778747559
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,0.03459834462865443,0.09081036575901699,0.9862879514694212,0.9835824370384216
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,0.02603768364249945,0.12850328949041603,0.9892262220382689,0.9796618223190308
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,1.0378212752468323,2.354778659866593,0.6728697419166565,0.5640774369239807
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,1.174184578172607,2.651802307716394,0.5964740514755249,0.5055133700370789
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",2Capas,0.036580283194324256,0.012283951847340517,0.9872673749923706,0.9982847571372986
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",3Capas,0.03963682195684808,0.007403306725166355,0.9892262220382689,0.9990198612213135
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",2Capas,0.08781106587878841,0.12836684699060066,0.9774730801582336,0.9786816835403441
relu,Falso,Drop0.25,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",3Capas,0.0961091506033114,0.1162995028491407,0.9706170558929443,0.9784366488456726
