Activation,Padding,DropOut,Balanceo,Optimizador,FiltroCNN,FiltrosCapa,Pooling,CapasPM,ValLoss,TrainLoss,ValAcc,TrainAcc
relu,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.3001883029937744,4.098181219661937,0.1568627506494522,0.22426471114158633
relu,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.303478105395448,5.790747698615579,0.07352941483259201,0.11151960492134094
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.305592466803158,6.113596785302256,0.08333333581686019,0.11029411852359772
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3053840609157787,7.787409127927293,0.11764705926179884,0.08700980246067046
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.305479288101196,6.609236576977898,0.07843137532472609,0.08210784196853636
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3051534680759205,8.98507563273112,0.09803921729326248,0.09803921729326248
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.223133264803419,3.3084614697624657,0.21078431606292725,0.3872548937797546
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.3058541849547742,4.843362789528042,0.09803921729326248,0.0882352963089943
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.1337830202252257,2.8718226563696767,0.2696078419685364,0.49019607901573187
relu,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.3078612720265106,6.16314484091366,0.08333333581686019,0.09191176295280457
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.305080203449025,5.855658119800044,0.08333333581686019,0.07843137532472609
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.304401019040276,7.011039200951071,0.11274509876966476,0.09926470369100569
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.307910175884471,6.335078819125306,0.07843137532472609,0.09803921729326248
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.305283504373887,7.90403491375493,0.10784313827753068,0.11274509876966476
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.13069238615971,2.4494597397598565,0.30392158031463623,0.5870097875595093
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.3091340392243622,4.615423969194,0.11274509876966476,0.10906862467527388
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.1687222298453834,3.6381092445523127,0.1862745136022568,0.32107841968536377
relu,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.307919983770333,5.54269022100112,0.0882352963089943,0.10294117778539656
relu,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.327212766105053,2.1752089799619188,0.2401960790157318,0.2083333283662796
relu,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.194468203712912,1.9175082842508953,0.24509803950786593,0.3174019753932953
relu,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.237579121309168,1.9784328657038073,0.2401960790157318,0.2953431308269501
relu,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.200186395177654,1.7389901525834028,0.27941176295280457,0.3737744987010956
relu,Verdadero,Drop0,Falso,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.3918698862487195,2.2763394093980978,0.11274509876966476,0.15196079015731812
relu,Verdadero,Drop0,Falso,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.336330203449025,2.087918463875265,0.19607843458652496,0.2340686321258545
relu,Verdadero,Drop0,Falso,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.3507852881562474,2.07246659783756,0.19117647409439087,0.26225489377975464
relu,Verdadero,Drop0,Falso,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.319092577578975,2.200358769472908,0.18137255311012268,0.1985294073820114
relu,Verdadero,Drop0,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.23961093379002,1.6079057431688495,0.2696078419685364,0.4289215803146362
relu,Verdadero,Drop0,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.230063531913009,1.6950312899608235,0.27450981736183167,0.3970588147640228
relu,Verdadero,Drop0,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.0309363346473845,1.7392179054372452,0.3137255012989044,0.393382340669632
relu,Verdadero,Drop0,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.1562105253630994,1.8370807311114143,0.25,0.3345588147640228
relu,Verdadero,Drop0,Falso,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.4051068997850606,2.1834262305614995,0.18137255311012268,0.21200980246067047
relu,Verdadero,Drop0,Falso,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.3255021759108003,2.2121426217696247,0.1862745136022568,0.1936274468898773
relu,Verdadero,Drop0,Falso,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.3480023215798767,2.0447317525452258,0.1764705926179886,0.281862735748291
relu,Verdadero,Drop0,Falso,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.321813938664455,2.119505583071241,0.1764705926179886,0.2340686321258545
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3286547543955782,1.870813199118072,0.2303921580314636,0.3676470518112183
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.236243911817962,1.631614135760887,0.27941176295280457,0.4142156839370728
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.253417590085198,1.8810493478588028,0.22058823704719543,0.35171568393707275
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.228408327289656,1.9185499537224864,0.25,0.3321078419685364
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.359450789058909,2.138233376484292,0.15196079015731812,0.2303921580314636
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.3431242587519625,2.163950527415556,0.1617647111415863,0.22671568393707275
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.3503528903512394,2.152416149775187,0.2156862765550613,0.2340686321258545
relu,Verdadero,Drop0,Falso,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.331965970058067,2.1347915658763807,0.1715686321258545,0.24632352590560916
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.3205098357855105,2.031360429875991,0.2303921580314636,0.2965686321258545
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3357901900422338,2.1949640629338285,0.1617647111415863,0.21323528885841367
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.139501041057063,1.712067643801371,0.30392158031463623,0.4301470518112183
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.230673105108972,1.7473614402845794,0.2696078419685364,0.4215686321258545
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.369265224419388,2.189978328405642,0.1862745136022568,0.2071078419685364
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.34442026942384,2.204077786090328,0.18137255311012268,0.2071078419685364
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.354432575842913,1.741579682219262,0.1764705926179886,0.4178921580314636
relu,Verdadero,Drop0,Falso,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.314197767014597,1.6920426125619925,0.22058823704719543,0.3970588147640228
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.1911335225198783,2.108436476950552,0.25980392098426813,0.25
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.2107096466363645,2.1958672719843246,0.22058823704719543,0.1776960790157318
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.2330564611098342,1.3835959270888685,0.3333333432674408,0.5208333134651184
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.112362113653445,1.464660455198849,0.3774509727954865,0.5024510025978088
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.368328015009562,2.2846260678534414,0.12254901975393297,0.1360294073820114
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.2802844935772466,2.2658779247134335,0.1323529481887817,0.14705882966518402
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.32502474971846,2.191547094606886,0.19607843458652496,0.19240196049213407
relu,Verdadero,Drop0,Falso,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.2682753777971456,1.4892231553208595,0.2696078419685364,0.46691176295280457
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.137449582417806,2.084962816799388,0.28921568393707275,0.2291666716337204
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.247744069379918,2.210981434466792,0.19607843458652496,0.16421568393707275
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.0464226311328364,1.6038719813028972,0.3872548937797546,0.4166666567325592
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.0706333903705367,1.266036734861486,0.40196079015731806,0.5526960492134094
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.324587653664981,2.279328187306722,0.1617647111415863,0.13725490868091583
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.3078803829118315,2.2504033341127285,0.14705882966518402,0.15196079015731812
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.3088715123195276,2.1693184609506644,0.19607843458652496,0.20220588147640228
relu,Verdadero,Drop0,Falso,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.2776030512417065,2.2411651517830644,0.1715686321258545,0.1715686321258545
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3355145407657996,4.247545541501513,0.1323529481887817,0.1875
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3130906609927906,2.922747509152281,0.2647058963775635,0.4632352888584137
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.332539422839296,3.9312254073573087,0.19607843458652496,0.24754901230335236
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.225560714216793,3.2913154527252795,0.2549019753932953,0.3884803950786591
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.4225174258737003,4.251926020079968,0.10784313827753068,0.16911764442920685
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.419125570970423,4.20792734856699,0.12254901975393297,0.18995098769664764
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.402638052024093,4.051302404964671,0.14705882966518402,0.24754901230335236
relu,Verdadero,Drop0,Verdadero,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.357537421525693,4.217242278304754,0.12745098769664764,0.1887254863977432
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.33537033959931,4.191477654027004,0.13725490868091583,0.18259803950786593
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3426606234382175,4.269396800620882,0.12254901975393297,0.1764705926179886
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.338234130073996,4.267251659842097,0.15196079015731812,0.16053920984268188
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.3024012574962542,3.837653711730359,0.1568627506494522,0.2487745136022568
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.3929746852201568,4.071658433652392,0.13725490868091583,0.22058823704719543
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.350843724082498,4.432984913096709,0.11764705926179884,0.10906862467527388
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.347397322748221,4.055485211166681,0.15196079015731812,0.23774509131908417
relu,Verdadero,Drop0,Verdadero,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.370603276234047,4.3902421745599485,0.1568627506494522,0.14215686917304993
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.393466916738772,4.163055887409285,0.11274509876966476,0.22058823704719543
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3466708566628247,3.88790111915738,0.14705882966518402,0.27818626165390015
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.315386346742218,3.702328887640261,0.15196079015731812,0.3063725531101227
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.29360219076568,3.8210565903607536,0.14705882966518402,0.29901960492134094
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.421162675408756,4.225142572440353,0.10294117778539656,0.19240196049213407
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.3847841001024435,4.08238530626484,0.13725490868091583,0.2340686321258545
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.368142487956028,4.09313398249009,0.12745098769664764,0.2303921580314636
relu,Verdadero,Drop0,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.349045024198644,4.234812661713245,0.10294117778539656,0.19730392098426816
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.3790222990746592,3.977640404420741,0.1715686321258545,0.2610294222831726
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3784972078659954,4.2172844456691365,0.14215686917304993,0.19117647409439087
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.219127009896671,2.8743981707329844,0.25980392098426813,0.4828431308269501
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.332223270453659,3.668417238721661,0.13725490868091583,0.3063725531101227
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.387048328624052,4.28716516494751,0.11274509876966476,0.17279411852359772
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.3625398289923574,4.368118463778028,0.10294117778539656,0.15318627655506134
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.3620455545537613,4.078358687606513,0.12745098769664764,0.21078431606292725
relu,Verdadero,Drop0,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.3546771068199006,4.210956134048163,0.11274509876966476,0.20098039507865903
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3430208505368695,4.149286148594875,0.13725490868091583,0.21078431606292725
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.31917134920756,4.422698245329015,0.11274509876966476,0.12867647409439087
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.253747114948198,3.4713028271993,0.20588235557079315,0.3578431308269501
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3161728405484965,3.1234635512034097,0.27450981736183167,0.43382352590560913
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.4043379250694725,4.293850590200985,0.10784313827753068,0.17524509131908417
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.333432940875783,4.450778643290201,0.1323529481887817,0.12254901975393297
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.3856370495814905,4.3742152849833165,0.14215686917304993,0.1617647111415863
relu,Verdadero,Drop0,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.313551266988118,4.432726710450416,0.10784313827753068,0.1200980395078659
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.2980136029860554,4.128122254913928,0.1666666716337204,0.2071078419685364
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.30337163513782,4.300518755819283,0.14705882966518402,0.17524509131908417
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.2049244689006438,3.4082782923006545,0.29901960492134094,0.36151960492134094
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.188591096915451,3.2814640765096628,0.28921568393707275,0.3946078419685364
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.383035655115165,4.415711028903138,0.11764705926179884,0.13725490868091583
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.358099867315853,4.437167335959042,0.10784313827753068,0.12254901975393297
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.3567600577485326,4.38982946732465,0.12254901975393297,0.1556372493505478
relu,Verdadero,Drop0,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.3181832023695406,4.424643264097326,0.11274509876966476,0.1409313678741455
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.078526667520112,1.6357587646035587,0.27941176295280457,0.4289215803146362
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,1.9820875396915512,1.419081547681023,0.29901960492134094,0.4950980246067047
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.017273507866205,1.515616636650235,0.3480392098426819,0.4313725531101226
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,1.8613243477017272,1.2411031021791343,0.3970588147640228,0.5674019455909729
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.3531893047631955,2.237251141492058,0.14215686917304993,0.1568627506494522
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.2984255949656167,2.2492626367830764,0.1617647111415863,0.18137255311012268
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.2402140252730423,1.803605654660393,0.2401960790157318,0.3688725531101226
relu,Verdadero,Drop0.25,Falso,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.135803673781601,1.846003537084542,0.2352941185235977,0.3235294222831726
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.060893472503213,1.7106402294308531,0.27941176295280457,0.39950981736183167
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,1.8368811303494024,1.1527877905789543,0.4166666567325592,0.6213235259056091
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,1.8285229252833943,1.3634972782695995,0.4117647111415863,0.4914215803146362
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.7363306751438217,1.3970737784516578,0.4362744987010956,0.5232843160629272
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.2893625193951177,2.2835975067288268,0.11274509876966476,0.14705882966518402
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.2639828289256374,2.0098561095256438,0.22058823704719543,0.29779410362243647
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.24794963761872,1.3913766706691069,0.27941176295280457,0.5134803652763367
relu,Verdadero,Drop0.25,Falso,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.1118161818560433,1.787266394671272,0.29901960492134094,0.36029410362243647
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.217540544622085,1.7914762029460831,0.25,0.3676470518112183
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.1094182238859287,1.3822276802623972,0.28921568393707275,0.5196078419685364
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.0114060874078787,1.5176910232095155,0.3774509727954865,0.4522058963775634
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,1.8625919491636984,1.578540226992439,0.3823529481887817,0.44362744688987726
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.3160026166953287,2.2165648048999262,0.20098039507865903,0.19607843458652496
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.307573140836229,2.182085864684161,0.1617647111415863,0.20465686917304993
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.2473184080684887,1.964877586738736,0.19607843458652496,0.31617647409439087
relu,Verdadero,Drop0.25,Falso,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.222333809908698,1.8646514976725856,0.25,0.34558823704719543
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.068923903446572,1.1561514443042231,0.3235294222831726,0.6102941036224365
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,1.9845048235911948,1.2674184500002394,0.3480392098426819,0.5428921580314636
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,1.8482163279664283,1.4239015789592968,0.4313725531101226,0.5049019455909729
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.7251457349926815,1.282922901359259,0.47549018263816833,0.5416666865348816
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.317725391948924,2.3090579042247694,0.18137255311012268,0.15441176295280457
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.2908423320919855,2.2218442103442024,0.18137255311012268,0.19730392098426816
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.247925225426169,1.5347205984826182,0.28431373834609985,0.4534313678741455
relu,Verdadero,Drop0.25,Falso,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.1921168098262718,1.7749791145324707,0.24509803950786593,0.3909313678741455
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,1.9801241580177755,1.6605538527170816,0.3235294222831726,0.3958333432674408
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,1.9718870649150768,1.7018093875810212,0.3235294222831726,0.40318626165390015
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,1.9767097328223435,1.5073021767186183,0.3676470518112183,0.4632352888584137
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,1.8723842139337576,1.507578880179162,0.3872548937797546,0.4950980246067047
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.27918199931874,2.271956004348456,0.20098039507865903,0.1458333283662796
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.2753507529988006,2.187870558570413,0.19607843458652496,0.21200980246067047
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.2378950726752183,2.007445129693723,0.22058823704719543,0.281862735748291
relu,Verdadero,Drop0.25,Falso,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.167715600892609,1.69842622794357,0.28921568393707275,0.42647057771682734
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,1.91234225619073,1.5170998199313295,0.3676470518112183,0.4583333432674408
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,1.9643216507107604,1.4332609176635742,0.3529411852359772,0.501225471496582
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,1.7851468932394887,1.4144655816695269,0.44117647409439087,0.4938725531101226
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,1.7938783192167096,1.3659787061167699,0.3823529481887817,0.5477941036224365
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.2897674569896624,2.253425270903344,0.1764705926179886,0.15931372344493863
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.3063929875691733,2.0994774523903343,0.1862745136022568,0.24509803950786593
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.250909258337582,2.2340516623328712,0.19607843458652496,0.17892156541347504
relu,Verdadero,Drop0.25,Falso,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.111405842444476,1.7399870461108635,0.27450981736183167,0.40441176295280457
relu,Verdadero,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.232730246057697,3.1700381765178607,0.25980392098426813,0.41053920984268183
relu,Verdadero,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.115288961167429,3.042415427226646,0.27450981736183167,0.4387255012989044
relu,Verdadero,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.070955185329213,3.00929960082559,0.3137255012989044,0.4203431308269501
relu,Verdadero,Drop0.25,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,1.9317542992386163,2.8416154711854222,0.29901960492134094,0.47549018263816833
