Activation,Padding,DropOut,Balanceo,Optimizador,FiltroCNN,FiltrosCapa,Pooling,CapasPM,ValLoss,TrainLoss,ValAcc,TrainAcc
sigmoid,Falso,Drop0.5,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.2861094708536185,2.331116423887365,0.11764705926179884,0.14950980246067047
sigmoid,Falso,Drop0.5,Falso,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.279064416885376,2.3086815581602207,0.11764705926179884,0.1200980395078659
sigmoid,Falso,Drop0.5,Falso,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.2813133398691807,2.295765278386135,0.1666666716337204,0.11887254565954208
sigmoid,Falso,Drop0.5,Falso,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.276199298746445,2.2874843840505563,0.1666666716337204,0.13112744688987732
sigmoid,Falso,Drop0.5,Falso,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.2868600218903783,2.364731919531729,0.11764705926179884,0.0882352963089943
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.2625952374701406,1.8627990928350713,0.1862745136022568,0.32107841968536377
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.2833052616493377,2.325218499875536,0.1666666716337204,0.09803921729326248
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.2872433428670846,2.3187408961501776,0.11764705926179884,0.12377450615167616
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.2885235945383706,2.2876479532204423,0.11764705926179884,0.12867647409439087
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.280953963597616,2.2917013121586214,0.11764705926179884,0.12622548639774323
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.2847216970780315,2.287227780211205,0.1666666716337204,0.12867647409439087
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.269977349860996,2.2711210344351973,0.14705882966518402,0.15073528885841367
sigmoid,Falso,Drop0.5,Falso,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.2878255329880055,2.319560266008564,0.11764705926179884,0.12377450615167616
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3284849232318354,4.4492295209099275,0.05882352963089943,0.0894607827067375
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3307742979012285,4.533152683108461,0.10294117778539656,0.08700980246067046
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.3137850340674904,4.3452788427764295,0.07843137532472609,0.15441176295280457
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.330817311417823,4.480862430497711,0.07843137532472609,0.09313725680112839
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.333652945125804,4.462433964598413,0.11764705926179884,0.10171568393707275
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.327798735861685,4.444804098091874,0.07843137532472609,0.09068627655506134
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.3328756210850736,4.471625215866986,0.07843137532472609,0.10539215803146362
sigmoid,Falso,Drop0.5,Verdadero,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.3279637261932966,4.4585701344059965,0.07843137532472609,0.09313725680112839
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.32176510960448,3.757355811549168,0.14705882966518402,0.27450981736183167
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3302941228829175,4.4579987245447485,0.05882352963089943,0.07475490123033524
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.3203870782665175,4.933370861352659,0.07843137532472609,0.11397058516740798
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.325816612617642,4.542650914659688,0.11764705926179884,0.08333333581686019
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.331153173072665,4.451397690118528,0.05882352963089943,0.07843137532472609
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.327547428654689,4.494655179042441,0.05882352963089943,0.07352941483259201
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.3065104461183736,3.9944078782025505,0.14705882966518402,0.227941170334816
sigmoid,Falso,Drop0.5,Verdadero,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.3202072265101408,4.896067338831284,0.07843137532472609,0.10049019753932951
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3257024288177486,4.723687508526971,0.07843137532472609,0.09068627655506134
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3305532838784013,4.453150665058809,0.07843137532472609,0.09313725680112839
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.3317421931846467,4.476747989654541,0.07843137532472609,0.09681372344493866
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3323375804751527,4.459246813082228,0.08333333581686019,0.0943627431988716
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.332651194404153,4.448726691451728,0.07843137532472609,0.0894607827067375
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.3277591116288128,4.744487519357719,0.07843137532472609,0.09068627655506134
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.3329874253740495,4.449794703838872,0.07843137532472609,0.09558823704719543
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.329382485034419,4.462859060250077,0.08333333581686019,0.08455882221460342
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.32856494772668,4.453952639710669,0.07843137532472609,0.09558823704719543
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.329863281810985,4.261236630234064,0.11274509876966476,0.16789215803146362
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.319955736983056,4.928874567443248,0.07843137532472609,0.1151960790157318
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.328245672525144,4.536332700766769,0.11764705926179884,0.09558823704719543
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.3333557166305243,4.441533481373505,0.07843137532472609,0.1151960790157318
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.330124331455605,4.452718183106067,0.07843137532472609,0.09558823704719543
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.335407158907722,4.451408928515864,0.07843137532472609,0.09313725680112839
sigmoid,Falso,Drop0.5,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.3213172473159487,4.871305465698241,0.07843137532472609,0.10539215803146362
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.328429310929541,4.443021016962388,0.07843137532472609,0.10049019753932951
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3267375721650967,4.489907750896379,0.07843137532472609,0.08578431606292723
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.3303079605102535,4.459615221210553,0.07843137532472609,0.08700980246067046
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.328209778841804,4.510147627662209,0.05882352963089943,0.07598039507865906
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.3350329352360144,4.4679304758707685,0.07843137532472609,0.07843137532472609
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.327265229879641,4.445163670708151,0.07843137532472609,0.0943627431988716
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.329972178328271,4.483385029961081,0.07843137532472609,0.09068627655506134
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.328851667104983,4.4597802068672925,0.05882352963089943,0.10171568393707275
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.304507372426052,4.201524837344301,0.12254901975393297,0.1936274468898773
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3231524626413975,4.507181148903042,0.07843137532472609,0.10171568393707275
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.3338050328049005,4.46963186825023,0.05882352963089943,0.0882352963089943
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.3257623326544667,4.489496100182627,0.11764705926179884,0.12132352590560912
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.3295544549530622,4.470628981496773,0.09803921729326248,0.07720588147640227
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.323158647499832,4.467263520932665,0.05882352963089943,0.08210784196853636
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.323897025164436,4.337314671161128,0.09803921729326248,0.15196079015731812
sigmoid,Falso,Drop0.5,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.3325480152578915,4.478127227110021,0.05882352963089943,0.09313725680112839
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.283917319540884,2.286210191016104,0.11764705926179884,0.13112744688987732
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.2865225240296008,2.693557790681428,0.11764705926179884,0.09558823704719543
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.285745475806442,2.496827667834712,0.11764705926179884,0.0943627431988716
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.2885312052334057,2.2882524097667023,0.11764705926179884,0.12990196049213407
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.2832128627627504,2.294702889872532,0.11764705926179884,0.1151960790157318
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.2824707264993704,2.288630934322581,0.11764705926179884,0.12867647409439087
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.2881028979432347,2.3623093623741,0.11764705926179884,0.11029411852359772
sigmoid,Falso,Drop0.75,Falso,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.2853334043540205,2.612511569378422,0.11764705926179884,0.10784313827753068
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.283715444452622,2.380137995177624,0.1666666716337204,0.11887254565954208
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.2864724000295005,2.528887112935384,0.11764705926179884,0.0943627431988716
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.287836359996421,2.5033804575602208,0.11764705926179884,0.11397058516740798
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.2886762104782403,2.286830958198099,0.11764705926179884,0.13112744688987732
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.2823536676519054,2.526282394633573,0.11764705926179884,0.12745098769664764
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.283061583836873,2.2859041176590265,0.11764705926179884,0.12990196049213407
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.288134327121809,2.4280507424298454,0.11764705926179884,0.11029411852359772
sigmoid,Falso,Drop0.75,Falso,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.2882925856347174,2.2882890140309047,0.11764705926179884,0.13112744688987732
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.2836443816914276,2.42929214589736,0.1666666716337204,0.10906862467527388
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.2867888656317015,2.427030376359528,0.11764705926179884,0.10661764442920683
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.285639767553292,2.5807351318060183,0.11764705926179884,0.10294117778539656
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.288740826588051,2.286175092061361,0.11764705926179884,0.1360294073820114
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.2871183086844047,2.3198373644959687,0.11764705926179884,0.10661764442920683
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.2840085169848274,2.4348036354663325,0.1666666716337204,0.11274509876966476
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.287995740479114,2.4230680933185647,0.11764705926179884,0.1041666641831398
sigmoid,Falso,Drop0.75,Falso,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.286242489721261,2.5566376284057015,0.1666666716337204,0.09681372344493866
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.281542375975964,2.4483050458571487,0.1666666716337204,0.12377450615167616
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.2867788099775126,2.500762275621003,0.11764705926179884,0.1041666641831398
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.287791462505565,2.444539925631355,0.11764705926179884,0.11887254565954208
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.288830004486383,2.287003755569458,0.11764705926179884,0.13112744688987732
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.283207061243992,2.5824849699057784,0.11764705926179884,0.12377450615167616
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.283315709992951,2.4482847989774217,0.11764705926179884,0.12377450615167616
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.288044569539089,2.284108152576521,0.11764705926179884,0.13357843458652496
sigmoid,Falso,Drop0.75,Falso,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.288258557226144,2.289630497203153,0.11764705926179884,0.12745098769664764
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.280428647994995,2.2917840106814515,0.11764705926179884,0.12990196049213407
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.2873022322561227,2.287019771688125,0.11764705926179884,0.1360294073820114
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.2867801984151206,2.4796198022131826,0.11764705926179884,0.10294117778539656
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.288267102895998,2.2876656195696663,0.11764705926179884,0.1323529481887817
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.2826633733861588,2.3028213136336384,0.1666666716337204,0.11887254565954208
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.2846941994685754,2.289577652426327,0.1666666716337204,0.1323529481887817
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.2858012377047072,2.4382795913546693,0.11764705926179884,0.10294117778539656
sigmoid,Falso,Drop0.75,Falso,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.286938578474756,2.475059406430113,0.11764705926179884,0.10661764442920683
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.2828750563602815,2.575067454693364,0.1666666716337204,0.10049019753932951
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.2878472898520674,2.3939967389200247,0.1666666716337204,0.10171568393707275
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.288184871860579,2.287990972107532,0.11764705926179884,0.1323529481887817
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.2884412746803435,2.2870224083171173,0.11764705926179884,0.1323529481887817
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.2826906886755247,2.287370616314458,0.1666666716337204,0.1360294073820114
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.2834814903782865,2.581830183664957,0.1666666716337204,0.09191176295280457
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.287955176596548,2.3200361401427028,0.11764705926179884,0.12745098769664764
sigmoid,Falso,Drop0.75,Falso,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.2881566309461405,2.2882950539682425,0.11764705926179884,0.1323529481887817
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.320407367220112,4.507223306917677,0.07843137532472609,0.0882352963089943
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.3190871547250183,4.474485462787104,0.07843137532472609,0.09191176295280457
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.325071222641889,4.579525657728607,0.07843137532472609,0.10171568393707275
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3247382687587366,4.528250656875909,0.08333333581686019,0.10661764442920683
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)",[32],"(2, 2)",2Capas,2.3194206695930633,4.492647750704896,0.11764705926179884,0.09068627655506134
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)",[32],"(2, 2)",3Capas,2.318118268368291,4.514925732332117,0.08333333581686019,0.08210784196853636
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)",[32],"(3, 3)",2Capas,2.321160040649713,4.620011236153397,0.11764705926179884,0.08088235557079315
sigmoid,Falso,Drop0.75,Verdadero,adam,"(2, 2)",[32],"(3, 3)",3Capas,2.322366821999643,4.529172654245414,0.07843137532472609,0.09681372344493866
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.3198735246471327,4.489189166648714,0.07843137532472609,0.10661764442920683
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.321167553172392,4.462931539498124,0.07843137532472609,0.11274509876966476
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.3199594114340982,5.3743765774895165,0.11764705926179884,0.10784313827753068
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.322340371561985,4.763388054043639,0.11764705926179884,0.09313725680112839
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)",[32],"(2, 2)",2Capas,2.3214982584411024,4.478610169653799,0.08333333581686019,0.0882352963089943
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)",[32],"(2, 2)",3Capas,2.31657250254762,4.506951575185737,0.05882352963089943,0.10661764442920683
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)",[32],"(3, 3)",2Capas,2.327004264382755,4.497215140099619,0.05882352963089943,0.09681372344493866
sigmoid,Falso,Drop0.75,Verdadero,adam,"(3, 3)",[32],"(3, 3)",3Capas,2.321868835711012,5.718743212082806,0.07843137532472609,0.09313725680112839
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.323196200763478,4.461730171652401,0.07843137532472609,0.09558823704719543
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.322700075074738,4.5121897622650735,0.07843137532472609,0.08210784196853636
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.326131110097848,4.5457884564119215,0.07843137532472609,0.08455882221460342
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3291063822951967,4.487468121098537,0.08333333581686019,0.0943627431988716
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",2Capas,2.3222391465130974,4.578969244863472,0.11764705926179884,0.08700980246067046
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)",[32],"(2, 2)",3Capas,2.3205375811632942,4.464399085325353,0.07843137532472609,0.08700980246067046
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",2Capas,2.323528430041145,4.465418263977649,0.07843137532472609,0.11274509876966476
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(2, 2)",[32],"(3, 3)",3Capas,2.3229122769598862,4.534866407805798,0.07843137532472609,0.09681372344493866
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.322259720634012,4.478931539198932,0.11764705926179884,0.1041666641831398
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.323317682041841,4.515973502514409,0.08333333581686019,0.09191176295280457
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.321047245287428,5.033534704470167,0.11764705926179884,0.09313725680112839
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.3288090229034424,4.69394572575887,0.11764705926179884,0.11887254565954208
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",2Capas,2.322172029345644,4.529427210489909,0.08333333581686019,0.08210784196853636
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(2, 2)",3Capas,2.31911161366631,4.482448372186399,0.11764705926179884,0.10784313827753068
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",2Capas,2.3309445661657,4.4780837320813935,0.05882352963089943,0.10906862467527388
sigmoid,Falso,Drop0.75,Verdadero,adamax,"(3, 3)",[32],"(3, 3)",3Capas,2.3214626826492006,5.3451997158574125,0.07843137532472609,0.10049019753932951
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.3207753359102736,4.475767444161808,0.07843137532472609,0.09926470369100569
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.320549235624425,4.500227544821945,0.05882352963089943,0.08700980246067046
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.325284079009412,4.557595234291226,0.08333333581686019,0.1041666641831398
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.3251370214948466,4.531093653510599,0.08333333581686019,0.09803921729326248
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",2Capas,2.323581789054123,4.466677385218003,0.08333333581686019,0.09191176295280457
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(2, 2)",3Capas,2.31817112716974,4.532169173745548,0.09803921729326248,0.10906862467527388
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",2Capas,2.3216497898101807,4.526465303757611,0.07843137532472609,0.09191176295280457
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(2, 2)",[32],"(3, 3)",3Capas,2.3223323822021484,4.5937713641746365,0.09803921729326248,0.09926470369100569
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",2Capas,2.3204281750847318,5.03199769936356,0.07843137532472609,0.08578431606292723
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(2, 2)",3Capas,2.3195710415933646,4.528142910377652,0.11764705926179884,0.09313725680112839
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",2Capas,2.319992598365335,5.658118313434077,0.11764705926179884,0.10294117778539656
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)","[32, 16]","(3, 3)",3Capas,2.3224104806488635,4.673722416746849,0.11764705926179884,0.09558823704719543
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",2Capas,2.3169478248147404,4.486999464970009,0.08333333581686019,0.09068627655506134
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(2, 2)",3Capas,2.3185483287362487,4.465438852123186,0.05882352963089943,0.10171568393707275
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",2Capas,2.324926904603547,4.508928972132066,0.07843137532472609,0.10906862467527388
sigmoid,Falso,Drop0.75,Verdadero,nadam,"(3, 3)",[32],"(3, 3)",3Capas,2.318592782114066,5.6054523785909005,0.07843137532472609,0.09926470369100569
sigmoid,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",2Capas,2.2851974870644365,2.3052389808729585,0.1617647111415863,0.10661764442920683
sigmoid,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(2, 2)",3Capas,2.283108486848719,2.299772515016444,0.1617647111415863,0.1041666641831398
sigmoid,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",2Capas,2.22665267832139,1.829525847061008,0.22549019753932953,0.3578431308269501
sigmoid,Verdadero,Drop0,Falso,adam,"(2, 2)","[32, 16]","(3, 3)",3Capas,2.24025925467996,2.081550443873686,0.18137255311012268,0.24754901230335236
